maccs_95,morgan_152,morgan_158,morgan_198,morgan_205,morgan_209,morgan_235,morgan_283,morgan_348,morgan_349,morgan_563,morgan_570,morgan_606,morgan_691,morgan_692,morgan_831,morgan_874,morgan_899,morgan_953,neutral_rdkit_fr_HOCCN,protonated_rdkit_fr_NH1,protonated_rdkit_fr_ester,protonated_rdkit_fr_hdrzine,protonated_pm7_LUMO_eV,protonated_pm7_HOMO_LUMO_gap_eV,protonated_pm7_dipole_debye,protonated_mordred_ATS0Z,protonated_mordred_ATSC4c,protonated_mordred_MATS2c,protonated_mordred_GATS4c,protonated_mordred_MINssNH2,protonated_mordred_PEOE_VSA8,protonated_mordred_MOMI-Z,site_is_S,morgan_45,morgan_82,morgan_203,morgan_379,morgan_413,morgan_488,morgan_506,morgan_671,morgan_765,neutral_rdkit_VSA_EState1,protonated_rdkit_BCUT2D_LOGPLOW,protonated_rdkit_fr_Ar_NH,protonated_mordred_ATSC5i,protonated_mordred_BCUTs-1l,protonated_mordred_NddssS,protonated_mordred_MINssO,protonated_rdkit_fr_priamide
0.029979561331781774,0.057754954402533726,-0.01925448780177296,0.014642838716282499,-0.0030381382961532388,-0.012953980101784408,-0.009550900232258127,0.26574512461804,0.011559791967474996,0.009854932361405236,-0.014950405329861841,-0.03868692057001808,0.0776542988397857,-0.03950061116534082,0.002660884545953066,-0.00602136431729354,0.013080793157298726,0.05875045573236086,-0.06292106777685895,0.0016290886967402461,-0.03583098805152752,-0.043330988795360174,-0.05584821184431932,-1.0980206875287541,-2.394855255201425,-0.1544743989187166,0.3224866069435702,0.4148631717455114,0.12744721721465832,0.016818345114830376,0.3001234698825375,0.835150829393042,-0.04338884836408991,0.01862026240885694,-0.0031868245261975053,-0.027099003642366396,-0.002808225067412955,-0.025635305139509453,-0.4210053557064502,-0.0038266498196479954,0.010020795781614016,0.0036523510886749826,0.011107920305975346,0.5059045668430305,-1.6304349050930655,-0.06768330868210122,0.15053065256354337,0.20937688351309314,-0.00601921155777883,0.0622714577731159,0.039137023700648005
0.05441696858994862,0.058427484491909966,-0.015479863708891319,0.012447434611091317,-0.0022773642486363537,-0.005383297181296661,-0.01648455389889216,0.10881427386303069,0.004647625849922688,0.009754582100198899,-0.012058499431263327,-0.03755125014087025,0.05495755909114497,-0.03298850039266672,-0.0009193762626989811,-0.005850165881579199,-0.00997244780892345,0.04773296968858417,-0.03307980433803214,-0.004585345180832777,-0.0432966492948139,-0.02972717568374498,-0.05100515698140387,-0.4098379298301621,-0.9881549503221925,0.0635159348563306,0.4928079822163472,0.3262959059095548,0.19974348741886194,0.3757815694080424,-0.23461575358500006,0.27249782602594663,-0.07636309431011487,0.014322899479881449,-0.003152601189914409,-0.023786504039720335,-0.0034047820059329337,-0.013574456624035324,-0.27944525352967037,-0.003488817708861859,0.006179908626212035,0.0038322895826672435,0.007418162994873313,0.32471626401347775,0.2473985584732827,-0.039252785772479426,0.04106974688673939,0.2669488825019577,-0.004606122427142549,0.08961333761655993,0.05897422599851634
0.006061412568486103,0.03886751668000675,-0.07238887420519906,0.009266522541519015,-0.008821800359288548,-0.006524781253341256,-0.022566547785777574,0.07670038827248146,0.009891069178737055,0.00773418443917729,-0.023618631830028738,-0.023198442511077288,0.05276119254201588,-0.1003766702854533,0.0008864601516633291,-0.01995069914761558,0.00013213372127393315,0.034916965350579185,-0.0718019489256132,-0.008893835387258431,-0.07318691575439036,-0.03720476724811928,-0.11167909278173116,-0.13049319130917317,0.27700087535096235,-0.24156284931942007,-0.037941820016137634,-0.47258237469259445,-1.148935048781339,-0.40400297351780284,0.21728370347917791,-0.2979814632154311,-0.8544882390277975,0.032240360067958815,-0.002568802573761433,-0.10457007139320895,-0.010730091450554442,-0.033958680389423616,-0.9943799870890285,-0.009074835015962002,0.0039317075793650095,0.0009595814650760661,0.009077649972331512,0.08444657193206402,-0.9874908901110038,-0.2250826160308648,-0.47651955173760585,0.10232516887174649,-0.00921357270389662,-0.017341136733874676,0.002033043322436194
-0.07534431927125519,0.0397758833992968,-0.028681862283660348,0.010258855287862169,-0.002965862516471368,-0.00483159827971207,-0.012075024645175373,0.13639138420873556,0.007451702425333648,0.008251070606344897,-0.022047999333736596,-0.07881414412467071,0.06187227598340032,-0.048190896074151876,-0.0031365917954725266,-0.007903334278761939,0.0006779165401124128,0.0500784353904108,-0.04581876243992657,-0.008719474889591978,-0.2439027951546433,-0.03832672717429303,-0.06929992603060071,-1.6307462791918446,1.5930739954331,-0.598514431365622,0.33683805725267785,-0.4660374147819414,-0.6400118739403966,-0.4452299576225719,0.2881796235870978,-0.836270476543301,0.33875726079822843,0.02544146478354118,-0.00591376159327727,-0.032025666612475315,-0.007210520097943718,-0.033631260161170975,-0.3471810880094543,-0.0046819224662209506,0.002300261191888016,0.006216118122570977,0.005615155966134277,0.07622525495145266,0.007572823814646413,-0.13193790200401945,-0.14378110703241645,0.12982500800411972,-0.006606690754009152,0.03396183614959403,0.020068622068310834
-0.05810678527378486,0.03810854402515506,-0.059820962128945505,0.008667133351113496,-0.011819917955127025,-0.008195965682609873,-0.01630432726455361,0.06450886071486418,0.004299031764154398,0.014765609162711952,-0.0300672007208747,-0.023563834936102313,0.06545815099574881,-0.09144963112737182,-0.0014755649465934475,-0.016742513687813765,0.0013440907066881885,0.05167070139047433,-0.07381540783424402,-0.03409075178071138,-0.04351923975052284,-0.021078482357289718,-0.09023864722757415,1.469212897598988,2.408231499037322,-0.006514219564395095,0.24794783157712105,-0.04246106389184008,1.1675235932720502,-0.17918624468309333,0.441991757224209,0.43342458988209853,0.6619911654303098,0.048986620858643304,-0.0031747960630237864,-0.06405683776252613,-0.005345192089046951,-0.02910850079593469,-0.36219104500069554,-0.009943499920615823,0.0029341945323156063,0.0019395037377633294,0.0067253539804926045,0.24403781528434346,-0.18290326398294685,0.44960717280790224,-0.19592669717192532,0.6085700044817633,-0.005523061095158593,0.05058484298811359,0.024708396325314276
-0.0965636848173354,0.03984747983154901,-0.024456503011418267,0.009467462615051197,-0.003190482596005395,-0.008841161517810404,-0.012195161252739844,-0.6250545607810702,-0.16655915594525905,0.0069537198536460685,-0.022216698143111096,-0.09033821649086238,0.07185979214628638,-0.04802045023193155,-0.0006172568876300215,-0.010521826731011407,-0.028659582340640973,0.073940133870444,-0.04947991692969155,-0.001688877015348325,0.08328528837434804,-0.04524404931097673,-0.06294316206588473,-1.6790468736625224,0.2974286676612728,-0.48680432495827264,-9.67508994679331e-05,-0.5068708161248856,0.7758119536599863,-0.30041661131677655,0.34090384027996434,0.2537831674004234,-0.2755232186301306,0.023504503383206365,-0.010405940568643593,-0.027979437775840266,-0.002898268636847662,-0.03126639685355968,0.011080493901607353,-0.0033964453683798194,-0.17424484436596505,0.004521818656375906,-0.04060453683347204,0.19695756486818228,-0.0470241840402862,-0.06226115990925757,0.22165694629371183,0.013365706521870715,-0.004846250631320323,0.04584218513947805,0.01750528287625223
-0.04606088356917341,0.049874359226418224,-0.026060710473924102,0.0025516345272836687,-0.00238109718665383,-0.006794675955205433,-0.015794867448876378,-0.838890136321432,-0.16592232646044297,0.005466982882060701,-0.022078927380076146,-0.06957749759100518,0.07085633155787142,-0.04846975462858535,0.0011061400536972862,-0.00851526494827545,-0.035281600598302966,0.05024699968666849,-0.04480935460646488,-0.005710290290136418,-0.11994852800425362,-0.04694452095134966,-0.06058815288593934,-2.7532501307412907,0.33677335213301013,0.02814385146557056,0.013144600311499513,-0.30294435038661327,-0.026385145695308924,0.34400427961945085,0.44269943444800175,0.40026103266008867,-0.4615239518746164,0.021082397388153415,-0.004283306256643094,-0.03104767894694531,-0.004269264917340619,-0.0328815347860801,0.019958608019160218,-0.002769967880956005,-0.10759027510680406,0.007182439722316813,0.007062413969327792,0.2199595901108782,-0.09700550901823986,-0.06314599421455677,0.014356332422416636,-0.07044952039787658,-0.006834101696292207,0.03909859419189226,0.0384289706626909
0.013811711035772804,0.027319334260599272,-0.08659717334200352,-0.4383588457822422,-0.009561520271599658,-0.004303815618400768,-0.03897248679315773,0.06708923306207873,-0.1636267967720053,0.007531375242221586,-0.02350073748023385,-0.019493895192797827,0.03002838736175677,-0.06560063633596103,0.008242217078059869,-0.025963868712880506,0.0005627411637570197,0.0337227728152576,-0.06946374668402752,-0.03694935774213888,0.12173702757287246,-0.016461481191913346,-0.12800245318826625,2.3923726709935145,1.8056387333890915,0.09738914629210027,-1.7015009888911168,0.10619722430487813,-0.7874761389675032,0.4303011167048135,0.32098153094136866,-0.3081272651356101,0.33217692940475757,0.11850150077537168,-0.00804306190284506,-0.09316781759307219,-0.011498149097070552,-0.02078138633119062,0.016832635447947764,-0.01638297318841955,-0.0014770338005060577,0.0009057545939085142,0.0031144194345777707,0.13954900102801446,-0.35753847127142036,0.1900473723827053,0.1177409147421188,0.430111431225486,-0.007408810690547307,0.0014397866096216418,0.02539903391797201
0.03620359915890129,0.02324592162253751,-0.05855069115516174,-0.40650654350825816,-0.0036994325024749313,-0.005644323751735367,-0.02820923096285115,0.046268335763873104,-0.09926566799099941,0.004177304788206058,-0.03692909018803348,-0.015912262622264434,0.02013714798552886,-0.045880399173838814,0.0010076774361239711,-0.021151470051852857,-0.008299098414420837,0.01572865016773575,-0.05958169808114687,-0.010274436076440414,0.050961521649504196,-0.013463369626216741,-0.09832120678141543,1.3363207758486442,1.665031501600922,-0.1282483190186645,-0.9445083624881977,0.2677351708347703,-1.0363373335375548,0.5889085160090697,-3.3624032410221187,-0.309183214788042,-0.09886321866316121,0.07052440142849478,-0.004985743506474822,-0.066509692267928,-0.005944741940223044,-0.016254966539305717,0.013546148953278787,-0.018074236588658997,-0.0038422418191097004,0.001140688046478963,0.0030526627366760637,0.04068147469359091,-1.8682078916742022,0.17250309173459202,0.03569643639323949,0.08659097753515345,-0.009745036253572315,0.04190748023457806,-0.08715786002148296
0.006946521339884963,0.0225044001854836,-0.15917296204629539,-1.7403605991859095,-0.004913754071832675,-0.00427045223065878,-0.037565847443438584,0.04890461903740996,-0.46809943097858564,0.010322502130232612,-0.041620189351482074,-0.019131376953009174,0.03327913348175639,-0.06431272231654415,0.003454625586652725,-0.026631814640412633,0.0014636535116050375,0.01983523652986513,-0.09516036603513751,-0.011770234636950457,0.11526756281360181,-0.014666382007482034,-0.1209627957826889,-1.9903819080502936,0.33632880036070395,-0.17585445624312165,-2.4742914623111094,-0.27908210142113427,-1.8861661224546773,0.056821976749848756,0.1149549246334367,-0.33351264493937355,-0.22548535150753848,-3.182749040467128,-0.003970792554098756,-0.08698234701112208,-0.005951473666728916,-0.019048851176891972,0.011435542755646037,-0.012128574948381094,-0.01118380402315115,0.001113687737496282,-0.006813757896449401,0.08378279048197412,-0.9960699011682578,0.14297452869802516,-0.0015474065239686784,-2.258048513515206,-0.009395756806144606,-0.008030450615836564,0.007432172335096388
