maccs_65,maccs_99,maccs_142,morgan_7,morgan_111,morgan_140,morgan_360,morgan_404,morgan_433,morgan_622,morgan_629,morgan_843,morgan_946,morgan_950,morgan_1022,neutral_rdkit_PEOE_VSA3,neutral_rdkit_SMR_VSA2,neutral_rdkit_fr_aniline,neutral_rdkit_fr_guanido,protonated_rdkit_MaxAbsPartialCharge,protonated_rdkit_PEOE_VSA11,protonated_rdkit_fr_Al_OH,protonated_rdkit_fr_Ar_OH,neutral_pm7_dipole_debye,protonated_pm7_HOMO_LUMO_gap_eV,protonated_pm7_dipole_debye,neutral_mordred_MATS1s,neutral_mordred_MATS1are,neutral_mordred_AXp-1dv,neutral_mordred_NdsssP,neutral_mordred_SddsN,neutral_mordred_SssO,neutral_mordred_SddssS,neutral_mordred_MINtsC,neutral_mordred_MINsOH,neutral_mordred_MDEO-22,neutral_mordred_n10Ring,neutral_mordred_n6HRing,protonated_mordred_nBase,protonated_mordred_GATS2c,protonated_mordred_BCUTp-1h,protonated_mordred_BCUTi-1l,protonated_mordred_RNCS,maccs_133,maccs_137,morgan_106,morgan_123,neutral_rdkit_NumAromaticCarbocycles,neutral_rdkit_fr_nitrile,protonated_mordred_NdO,neutral_mordred_SsSH
-0.15473638242503449,-0.21174157207786673,-0.6991742735858815,-0.0011690157821561964,-0.008760230512560625,-0.01846388658918361,0.05289824093405605,-0.02658298183729907,0.002810947559150351,0.015698988910676913,-0.03402767264891627,0.010916104606343206,-0.0223081604999702,-0.010553934205782886,-0.03776673562648999,0.0683423316431334,0.23790835345031358,0.037998886963118504,-0.03754318917646264,0.21028474459233043,-0.08011283646820007,-0.8044742817040128,-0.10361702174933309,-0.04077818474799882,0.8095686644293918,-0.2135143766835918,0.06548179047525589,0.10236553087216711,0.12881380188376268,0.05319718618005811,0.06160063570866777,-0.17033747759031534,0.0415225710221943,0.019708053349140595,0.03715030352638106,-0.02844775945217363,0.06494933762192022,-0.29712222054384885,-0.01300147239285705,0.05084956991225471,0.3545072544785058,0.6713137049197437,-0.11049799137255291,0.3599113694529799,-0.20467183721771307,-0.05126816918607005,-0.02857894350737478,-0.145017572809234,0.4235632661930999,0.1364357069685013,0.017751945430486728
-0.2636541605345222,-0.2305614749395635,-1.1903924571217017,-0.0005237641250800428,-0.00789004768758459,-0.09471626986945446,0.029932472083801023,-0.028739829375216224,0.004507156108897924,0.014370654488122012,-0.04967303495867903,0.010196651627120142,-0.01939084356222055,-0.009827657619150311,-0.030071000995429885,0.08486882078015519,0.1792723627498248,0.03919986856774678,-0.043262833280244224,-0.6353884612842314,-0.135697281654772,-0.504749671113836,-0.10453010048952699,-0.4776301376519903,-1.528783789340744,-0.2502775611646836,-0.13702022584376633,-0.45544116198130796,-0.2099088798389354,0.04298940595719061,0.04257796704214252,-0.07358653034348822,0.044535582752855025,0.006540391348694806,0.013307153602770959,-0.030022393167027657,0.057222790669999045,-0.3389719898733348,-0.02241960849202811,-0.2853440748048719,0.22817906399632076,0.6668508978456044,-0.47869942172681873,-0.22761422685829302,0.13668522460510016,-0.0496486920351244,-0.03742985188640287,0.02497718684940966,0.18333761779824465,-1.4772146073500583,0.017162880098591248
-0.15236418637702995,-0.1453199082807066,-0.9883405177441875,-0.0007173274552133352,-0.008892388904548281,-0.04954754038833586,0.05184232885600365,-0.02814658351922059,0.0009754830886176421,0.014685055008209024,-0.06133257861199655,0.010805323223598364,-0.027177928795792866,-0.011572529720738021,-0.030660780988161735,0.0494083686240648,0.21730352751741777,0.03069389032153591,-0.03804780484228882,-0.7029072758201746,-0.10650359905950746,-0.34587532590863723,-0.0971168268921238,-0.22592399149566933,-0.12953294938783286,-0.340887269676471,0.007762748150576443,-0.12983909891027448,-0.894006915925125,0.04328148138937058,0.053232569654352205,-0.0765531417295021,0.0427847794441922,0.009859981400752145,0.021267261382999756,-0.03266363246432347,0.060558655469836506,-0.27261560354393094,-0.004936958258057468,-0.3144719230977575,0.12710045787420107,0.8028746017927545,-0.33789160034658194,0.08871594045874766,-0.18121067298413832,-0.050851146441179114,-0.028555244030511934,0.03801310889246066,0.42952035220069895,-0.026350239036320406,0.01856008666514176
0.47600762539772745,-0.06577499026128937,0.7487995743705351,-0.0012736219684572026,-0.007367657195604686,-0.020014538314685443,0.045104308979850245,-0.03977523237391289,0.009044748195664948,0.004824377639659725,-0.04895988825962212,0.010765214156307622,-0.08054933543973208,0.005490906924896742,-0.03070350381563194,-0.693855619650007,0.13406562191295068,0.04551874868179042,-0.1622053825104203,-0.5133395143630961,-0.1551929777106769,-0.1704827413242592,-0.09578984651003772,-0.07181758328900766,0.09530703110806509,-0.26914550627572037,-0.24751874859288098,-0.03572885717477351,0.011922725396420244,0.049120814516270275,0.05310097439683289,-0.09247101388168427,0.041307880740016005,0.00698687990704027,0.0006913308126094696,-0.03335264065313334,0.06460668279766288,0.25911530828366897,-0.07501478059277625,-0.0446150863249325,0.46857268770832733,0.7685281545196102,-0.048031793150921376,0.05935167190002137,0.4021470381301857,-0.016833850845949683,-0.06745212854323866,0.058343900668492626,0.18191445553098853,0.0015200528008858048,0.016303032779057272
-0.08543898768711172,-0.19340159971694532,-0.7211804151645422,-0.0008444362653204419,-0.01051182051807051,-0.03663660984093476,0.05807827088325879,-0.027420840453641415,0.0010692470500519619,0.015002301617216598,-0.027409390335804588,0.011133287575660225,-0.02160116704581992,-0.014422498384262109,-0.030908374579962466,0.051253767664398306,0.22980547588316144,0.03281695136621176,-0.039545395078738055,-0.32430757939114757,-0.09594719895360652,-0.3612700217512942,-0.10000637395434675,-0.057154456618717854,0.418791277597226,-0.32839240289797544,-0.015013371086065302,0.06676237343697979,0.12357254982515584,0.04987856076800582,0.06244736849242517,-0.06283685327521876,0.04264536158062912,0.017483214205087364,0.032065126785697264,-0.030764334001934256,0.06643311386219271,-0.23470464577600214,0.0016839935589754924,-0.054927878972503126,0.3066528530415965,0.5933920422326247,0.1081746545060925,0.28747214555338224,-0.2103023757600846,-0.050234166793011716,-0.026550790515759017,-0.17553894507460197,0.4174183244774992,0.03144514773095228,0.018805830083707994
-0.036342638965563764,-0.06741479320253088,6.0195996059882155,-0.0014488864434737921,-0.007656138927415104,-0.017476954606773176,0.1158030689035989,-0.022014362648904016,0.007052182501243222,0.0069249273266188596,-0.11338957709023258,0.012305606311661327,5.737139247165486,-0.006656716763330452,-0.025080662295417354,0.19170722151575592,0.3085279966264587,0.22018270030356288,0.04919871120335666,0.17037552939237016,-0.06822181628196929,-0.3273212107456053,-0.06037388683072536,0.25820738316121783,1.526190101460948,2.284926655805603,0.26597962512011586,0.22876455782608468,0.3436357546931008,0.048592990158445586,0.039817304939373084,-0.06148240075308892,0.04420364968792589,0.011369775309408149,0.023078227955285444,-0.027656155128794414,0.06832615836010636,-0.10016226858436236,0.32892075440066637,0.42857806380499813,1.0348817603727896,1.6233896121433669,0.06273428575047482,0.2886695370818168,-0.06963673618424286,-0.024508505843166658,-0.029189084771961665,0.07459721963459398,0.5731514759852043,0.01505549813147451,0.016239916141740803
-0.10404761756583014,-0.09022610333928745,-0.913813878425731,-0.0006395762868152949,-0.010569663432564812,-0.045942731509435085,0.06094579433120615,-0.028014926799564733,0.0024559619126672677,0.015017783370410303,-0.06157035101246115,0.011112663672656772,-0.02510265292773246,-0.011183673526097664,-0.030994653557319386,0.05383227857547807,0.23140172757328065,0.03353990578770322,-0.036663631013884854,-0.5253083596563987,-0.10076026572855652,-0.2784551155009778,-0.08982111320973662,-0.04563163059164992,0.13553743160408682,-0.17314587276193283,0.12108768929636073,0.005326632611059009,-0.7325288532370103,0.04358465880733849,0.054170876245190513,-0.07452294375226101,0.0430189470193337,0.01215267792554971,0.021699968544155263,-0.032576822145983016,0.06174562413068357,-0.2624022295088818,0.003213929886691884,-0.2491100434831895,0.33818411162743983,0.9273214032890119,-0.20719296837434406,0.18701793274434825,-0.19460064066453747,-0.04862653350532135,-0.028007382124892247,0.06812974319188882,0.45382781312964676,-0.01882196196114517,0.01834675129876938
-0.08072238377714747,-0.0844609579105652,2.3479019733141726,-0.0009014745419074346,-0.005940598114158491,-0.010064433596008202,0.06416075568793923,-0.038283199529009646,0.0071099497590831374,0.006814056358566449,-0.07257699082619647,0.023404430455773607,-0.07308534136328802,-0.0038874540946583196,-0.030134055524943158,0.3732582898724816,0.1846782085705808,0.19841802736605532,-0.13538721381960656,-0.21346547352128742,-0.07684303130975831,-0.17947344575483146,-0.08632607275334242,0.09449029014218961,0.18189864245448886,-0.1507230112057884,0.3214169986654321,0.09930453422528424,0.19434057521623924,0.04511835853407123,0.07050165352344108,-0.031598365820002965,0.04194963943769205,0.01211860640519137,0.02644772319343465,-0.027305149625594372,0.059445339226947176,-0.12161220370088995,0.14529807037252684,0.20844722393964932,0.5009203860487906,0.8741142918584827,0.3003264802260992,0.12284556462922888,-0.3363305249729337,-0.020360336923489163,-0.05685203882125262,0.05084941325995403,0.3378357887942938,0.022241295695373472,0.017208698533761477
-0.0569158696268482,-0.19946283524016092,-0.7360608997579886,-0.0007934860391203199,-0.008265465365098965,-0.058108602658708056,0.06160853735066781,-0.02697677128015822,0.010491687908381946,0.015896146581048782,0.14714045889304972,0.011119755542803188,-0.023470752045902092,-0.009653888167994727,-0.037718969467756665,0.05017535731575102,0.24775066797265624,0.039755653666221163,-0.038249892689354456,-0.14288604554790937,-0.10092574406239647,-0.43830493476939913,-0.09319968660022232,0.020733606833960787,0.0742332711654877,0.6980023324387219,-0.04212979884214948,0.084346942191637,0.2133298037553587,0.048473322479181964,0.058424653612827865,-0.060138249909318424,0.04111046135442022,0.014541549379935464,0.026900820622011608,-0.03229490936981216,0.06630848789522721,-0.2211460721421422,-0.025233213879160752,-0.038042575677610956,0.35838570955924287,0.7786731721921321,-0.10941249768068191,0.28293548391569767,-0.1418249411432035,-0.057472253540744374,-0.024889714490883254,-0.09336386103419164,0.4085245925056772,0.09339795924327897,0.01702500573891168
-0.07651610378431371,-0.09646721878525738,-0.7012996726330312,-0.0007163152576345748,-0.00774313751146239,-0.030773957224820108,0.06483409723156355,-0.026569056558951143,0.002100004415574175,0.015999003674952304,0.18033339520198516,0.010943212115543296,-0.021838070690756505,-0.013108235372648502,-0.03354897371174612,0.04842704339614613,0.2514649871359296,0.03834117995185621,-0.038835826300205,-0.26837862934800694,-0.08185386199363076,-0.31422153123492463,-0.09551298824131016,-0.01496504987403809,-0.04943163730143029,-0.29802611843119525,-0.028486251426050855,0.04085618882561575,-0.06580444322265909,0.04409081173947746,0.06597680960220631,-0.04130183049326794,0.04112934502194416,0.018151928388590182,0.037643423461121886,-0.03158423768805402,0.06368605131411684,-0.18559928862038091,-0.007336596413706415,-0.09140097411940926,0.3756782860216985,1.009983535456254,-0.11174063795844534,0.20845163625736363,-0.186745291637744,-0.044674502238573034,-0.027208976274934533,0.08373120085218087,0.45815829465210023,0.09409106301744016,0.017282425725486175
