model,feature,importance
CatBoost,protonated_mordred_ATSC4c,3.667952
CatBoost,protonated_mordred_MATS2c,3.61095
CatBoost,protonated_pm7_dipole_debye,3.026442
CatBoost,protonated_mordred_MOMI-Z,2.809986
CatBoost,protonated_mordred_GATS4c,2.727244
CatBoost,protonated_mordred_BCUTs-1l,2.204143
CatBoost,protonated_mordred_PPSA3,1.876104
CatBoost,protonated_mordred_ATSC5i,1.79325
CatBoost,protonated_rdkit_fr_NH1,1.772662
CatBoost,protonated_mordred_MINssNH2,1.363351
CatBoost,protonated_mordred_PEOE_VSA11,1.299227
CatBoost,neutral_mordred_ATS0Z,1.185691
CatBoost,protonated_mordred_ATS0Z,1.083635
CatBoost,maccs_95,1.075505
CatBoost,protonated_mordred_SsssN,1.060843
CatBoost,protonated_mordred_GATS2c,1.045519
CatBoost,protonated_mordred_GATS3dv,1.028771
CatBoost,neutral_rdkit_VSA_EState1,1.026284
CatBoost,neutral_mordred_MATS1d,1.021174
CatBoost,neutral_mordred_AATSC0Z,1.005624
CatBoost,protonated_mordred_MINsssN,1.004292
CatBoost,protonated_mordred_ATSC3pe,0.954648
CatBoost,protonated_rdkit_PEOE_VSA11,0.944296
CatBoost,protonated_mordred_ATSC6v,0.85027
CatBoost,protonated_mordred_ATSC2c,0.802324
CatBoost,protonated_mordred_MATS3se,0.793775
CatBoost,protonated_mordred_MATS3s,0.745341
CatBoost,protonated_mordred_AATSC3Z,0.727941
CatBoost,protonated_mordred_AATS6i,0.723407
CatBoost,neutral_mordred_ATSC8s,0.714776
CatBoost,protonated_mordred_MATS1c,0.694875
CatBoost,morgan_283,0.668751
CatBoost,protonated_mordred_AATS8m,0.664779
CatBoost,neutral_mordred_MATS5m,0.613659
CatBoost,protonated_mordred_BCUTm-1h,0.610561
CatBoost,protonated_mordred_WPSA4,0.589722
CatBoost,protonated_mordred_MAXssNH2,0.582171
CatBoost,protonated_mordred_Xch-4d,0.573124
CatBoost,protonated_mordred_PEOE_VSA2,0.560348
CatBoost,protonated_rdkit_fr_hdrzine,0.543648
CatBoost,protonated_mordred_MINssO,0.541622
CatBoost,protonated_mordred_GATS2dv,0.492767
CatBoost,protonated_mordred_GATS3s,0.468882
CatBoost,neutral_mordred_VSA_EState1,0.453158
CatBoost,protonated_mordred_MATS2s,0.421419
CatBoost,protonated_mordred_MATS5p,0.413
CatBoost,morgan_899,0.401671
CatBoost,neutral_pm7_LUMO_eV,0.401654
CatBoost,site_is_S,0.395384
CatBoost,neutral_mordred_ATSC6d,0.393367
CatBoost,neutral_mordred_ATSC1dv,0.391789
CatBoost,protonated_rdkit_SlogP_VSA1,0.383323
CatBoost,protonated_mordred_StsC,0.36241
CatBoost,morgan_1,0.356577
CatBoost,protonated_mordred_ATSC5m,0.35608
CatBoost,neutral_rdkit_NumSaturatedCarbocycles,0.349588
CatBoost,protonated_mordred_PEOE_VSA3,0.349251
CatBoost,protonated_mordred_MIC1,0.345464
CatBoost,protonated_mordred_ATSC5v,0.340192
CatBoost,protonated_mordred_GATS3are,0.335669
CatBoost,neutral_mordred_Xch-4d,0.334487
CatBoost,maccs_88,0.305693
CatBoost,protonated_mordred_MAXsOH,0.29659
CatBoost,protonated_mordred_nHBAcc,0.282718
CatBoost,protonated_mordred_MATS8s,0.282294
CatBoost,neutral_mordred_MATS6d,0.277644
CatBoost,neutral_mordred_C1SP1,0.274793
CatBoost,protonated_mordred_SlogP_VSA1,0.274417
CatBoost,protonated_mordred_EState_VSA3,0.268078
CatBoost,neutral_mordred_PBF,0.261595
CatBoost,protonated_rdkit_fr_priamide,0.229881
CatBoost,morgan_379,0.229645
CatBoost,morgan_953,0.22585
CatBoost,neutral_mordred_nBondsT,0.225544
CatBoost,neutral_mordred_GATS2v,0.21897
CatBoost,maccs_150,0.215374
CatBoost,morgan_152,0.20939
CatBoost,morgan_1014,0.200436
CatBoost,protonated_mordred_nHBDon,0.200324
CatBoost,protonated_mordred_ATSC3Z,0.197302
CatBoost,morgan_158,0.195624
CatBoost,morgan_691,0.194633
CatBoost,morgan_606,0.193548
CatBoost,neutral_mordred_MATS8p,0.191905
CatBoost,neutral_pm7_dipole_x,0.190825
CatBoost,neutral_mordred_AATSC5v,0.17847
CatBoost,neutral_mordred_GATS5s,0.169194
CatBoost,protonated_rdkit_NumHAcceptors,0.167764
CatBoost,morgan_874,0.158485
CatBoost,protonated_rdkit_fr_Ar_NH,0.150311
CatBoost,protonated_rdkit_fr_Al_COO,0.143607
CatBoost,protonated_mordred_SaaNH,0.141327
CatBoost,morgan_904,0.139958
CatBoost,protonated_mordred_C1SP1,0.126268
CatBoost,morgan_150,0.125911
CatBoost,morgan_198,0.123648
